"Name","Nationality","Team","Position","Age","Age Ranking","Appearences","Appearences Ranking","Lineups","Lineups Ranking","Minutes","Minutes Ranking","Shots Total","Shots Total Ranking","Shots on Target","Shots on Target Ranking","Goals","Goals Ranking","Assists","Assists Ranking","Passes Total","Passes Total Ranking","Key Passes","Key Passes Ranking","Tackles","Tackles Ranking","Blocks","Blocks Ranking","Interceptions","Interceptions Ranking","Duels Total","Duels Total Ranking","Duels Won","Duels Won Ranking","Attempted Dribbles","Attempted Dribbles Ranking","Successful Dribbles","Successful Dribbles Ranking","Fouls Drawn","Fouls Drawn Ranking","Yellow Cards","Yellow Cards Ranking","Second Yellow Cards","Second Yellow Cards Ranking","Red Cards","Red Cards Ranking","Penalties Scored","Penalties Scored Ranking","Penalties Missed","Penalties Missed Ranking","Participations in Goals","Participations in Goals Ranking","Minutes per Goal","Minutes per Goal Ranking","Minutes per Participation","Minutes per Participation Ranking","Minutes per Assists","Minutes per Assists Ranking","Penalty Conversion","Penalty Conversion Ranking","On Target Conversion per Total Shots","On Target Conversion per Total Shots Ranking","Shots per Goal","Shots per Goal Ranking","Goal Conversion per Total Shots","Goal Conversion per Total Shots Ranking","Goal Conversion per Shots on Target","Goal Conversion per Shots on Target Ranking","Pencertage of Key Passes per Total Passes","Pencertage of Key Passes per Total Passes Ranking","Key Passes per Assist","Key Passes per Assist Ranking","Total Passes per Assist","Total Passes per Assist Ranking","Percentage of Successful Dribbles","Percentage of Successful Dribbles Ranking","Percentage of Duels Won","Percentage of Duels Won Ranking","Minutes per Yellow Card","Minutes per Yellow Card Ranking","Minutes per Red Card","Minutes per Red Card Ranking"
"Mateus Oliveira","Brazil","Palmeiras","Goalkeeper",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Vanderlan","Brazil","Palmeiras","Defender",22,773,3,606,2,532,224,553,1,504,0,491,0,289,0,273,58,578,1,500,4,461,2,250,3,423,21,536,10,537,4,444,4,366,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,1.7241379310344827,377,,273,,273,100,1,47.61904761904761,396,,515,,74
"Fabinho","Brazil","Palmeiras","Midfielder",22,773,3,606,2,532,189,568,1,504,1,391,0,289,0,273,61,577,2,449,2,532,2,250,7,319,18,553,9,548,2,496,1,506,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,3.278688524590164,247,,273,,273,50,426,50,326,,515,,74
"Michel","Brazil","Palmeiras","Defender",21,841,3,606,3,498,270,531,0,564,0,491,0,289,1,140,83,541,1,500,7,401,2,250,1,510,21,536,13,510,0,605,0,580,1,575,0,515,0,27,0,49,0,47,0,21,1,259,,289,270,248,270,247,,58,,564,,289,,564,,491,1.2048192771084338,437,1,265,83,246,,605,61.904761904761905,95,,515,,74
"Kaiky Naves","Brazil","Palmeiras","Defender",22,773,2,631,2,532,180,572,1,504,0,491,0,289,0,273,55,583,2,449,1,560,7,86,4,393,10,596,7,573,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,3.6363636363636362,213,,273,,273,,605,70,43,,515,,74
"Weverton","Brazil","Palmeiras","Goalkeeper",37,44,21,251,21,153,1869,149,0,564,0,491,0,289,0,273,609,198,1,500,0,613,0,414,0,569,14,573,13,510,0,605,0,580,8,359,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0.16420361247947454,559,,273,,273,,605,92.85714285714286,16,934.5,55,,74
"Marlon Freitas","Brazil","Atletico Goianiense","Midfielder",29,318,26,159,24,102,2225,92,17,139,5,192,3,70,3,38,1490,23,30,55,38,80,7,86,19,149,166,205,71,243,10,320,7,277,12,286,6,53,0,27,0,49,2,12,0,21,6,55,741.6666666666666,117,370.8333333333333,194,741.6666666666666,139,100,1,29.411764705882355,394,5.666666666666667,186,17.647058823529413,99,60,39,2.013422818791946,354,10,118,496.6666666666667,86,70,190,42.77108433734939,520,370.8333333333333,255,,74
"Adryelson","Brazil","Sport Recife","Defender",26,473,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Tchê Tchê","Brazil","Atletico-MG","Midfielder",32,192,33,50,22,137,1963,133,13,195,7,139,1,172,1,140,1151,57,17,159,25,172,2,250,12,226,149,239,60,272,13,269,7,277,21,185,4,128,0,27,0,49,0,47,0,21,2,194,1963,27,981.5,72,1963,33,,58,53.84615384615385,129,13,43,7.6923076923076925,237,14.285714285714285,264,1.4769765421372718,408,17,45,1151,17,53.84615384615385,396,40.26845637583892,564,490.75,173,,74
"Lucas Halter","Brazil","Atletico Paranaense","Defender",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Daniel","Brazil","Internacional","Goalkeeper",30,275,23,214,23,121,2070,112,0,564,0,491,0,289,0,273,595,206,0,565,0,613,0,414,0,569,8,611,7,573,0,605,0,580,3,490,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,87.5,23,2070,9,,74
"Marcelo Lomba","Brazil","Internacional","Goalkeeper",38,19,15,365,15,242,1350,244,0,564,0,491,0,289,0,273,419,291,0,565,0,613,0,414,0,569,5,638,4,603,0,605,0,580,3,490,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,80,30,,515,,74
"Rodrigues","Brazil","Gremio","Defender",27,410,12,425,11,292,1001,315,4,387,1,391,0,289,0,273,432,286,2,449,23,190,4,158,11,243,72,378,48,317,4,444,4,366,3,490,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,25,418,,289,0,289,0,289,0.4629629629629629,517,,273,,273,100,1,66.66666666666666,51,500.5,166,,74
"E. Mosquera","Colombia","Juventude","Midfielder",23,686,1,660,0,623,2,705,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,3,657,0,683,1,541,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,0,580,0,683,,515,,74
"D. Borrero","Colombia","Atletico-MG","Midfielder",22,773,15,365,6,411,506,441,13,195,3,271,2,114,1,140,189,430,5,340,16,257,1,321,0,569,70,388,41,345,13,269,10,222,12,286,2,279,0,27,0,49,0,47,0,21,3,140,253,232,168.66666666666666,313,506,185,,58,23.076923076923077,444,6.5,163,15.384615384615385,124,66.66666666666666,31,2.6455026455026456,295,5,210,189,184,76.92307692307693,131,58.57142857142858,134,253,372,,74
"Danilo Barbosa","Brazil","Palmeiras","Midfielder",28,355,15,365,4,458,442,466,1,504,0,491,0,289,2,73,189,430,7,292,8,373,6,106,10,265,65,404,43,339,13,269,7,277,14,260,0,515,0,27,0,49,0,47,0,21,2,194,,289,221,281,221,254,,58,0,491,,289,0,289,,491,3.7037037037037033,199,3.5,241,94.5,240,53.84615384615385,396,66.15384615384615,64,,515,,74
"J. Savarino","Venezuela","Atletico-MG","Attacker",28,355,18,309,11,292,1026,303,21,102,9,106,5,32,2,73,374,313,21,114,7,401,0,414,3,423,112,292,47,322,37,106,22,108,15,246,1,393,0,27,0,49,0,47,0,21,7,39,205.2,252,146.57142857142858,333,513,183,,58,42.857142857142854,259,4.2,232,23.809523809523807,57,55.55555555555556,44,5.614973262032086,92,10.5,114,187,186,59.45945945945946,334,41.964285714285715,539,1026,42,,74
"John","Brazil","Santos","Goalkeeper",28,355,4,578,4,458,360,497,0,564,0,491,0,289,0,273,118,499,0,565,0,613,0,414,1,510,4,649,4,603,0,605,0,580,2,530,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,100,1,,515,,74
"Carlos Alberto","Brazil","America Mineiro","Attacker",22,773,8,499,2,532,206,559,4,387,3,271,1,172,0,273,26,625,1,500,1,560,0,414,2,466,36,483,13,510,6,398,4,366,5,425,2,279,0,27,0,49,0,47,0,21,1,259,206,251,206,289,,273,,58,75,35,4,238,25,45,33.33333333333333,124,3.8461538461538463,193,,273,,273,66.66666666666666,213,36.11111111111111,612,103,497,,74
"Luiz Henrique","Brazil","Fluminense","Attacker",23,686,33,50,24,102,1887,145,40,29,17,33,6,25,2,73,567,220,25,87,53,31,2,250,16,176,377,14,184,18,100,13,65,7,40,68,4,128,0,27,0,49,0,47,0,21,8,30,314.5,208,235.875,269,943.5,104,,58,42.5,268,6.666666666666667,162,15,127,35.294117647058826,123,4.409171075837742,151,12.5,84,283.5,135,65,257,48.80636604774536,372,471.75,184,,74
"Elias Manoel","Brazil","Gremio","Attacker",23,686,5,551,2,532,144,588,6,330,2,314,0,289,0,273,34,609,2,449,0,613,0,414,1,510,20,541,5,595,5,426,2,445,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,33.33333333333333,355,,289,0,289,0,289,5.88235294117647,80,,273,,273,40,520,25,661,,515,,74
"Gabriel Pirani","Brazil","Santos","Midfielder",22,773,32,61,21,153,1786,165,26,69,14,54,3,70,3,38,695,177,24,95,22,196,0,414,4,393,228,105,94,181,76,23,38,39,32,105,0,515,0,27,0,49,0,47,0,21,6,55,595.3333333333334,144,297.6666666666667,227,595.3333333333334,162,,58,53.84615384615385,129,8.666666666666666,108,11.538461538461538,179,21.428571428571427,219,3.4532374100719423,240,8,151,231.66666666666666,159,50,426,41.228070175438596,546,,515,,74
"Victor Bobsin","Brazil","Gremio","Midfielder",24,608,14,386,9,336,793,360,5,358,0,491,0,289,1,140,585,213,8,274,22,196,4,158,8,298,115,286,49,306,11,297,8,259,7,378,2,279,0,27,0,49,0,47,0,21,1,259,,289,793,96,793,128,,58,0,491,,289,0,289,,491,1.3675213675213675,420,8,151,585,68,72.72727272727273,165,42.608695652173914,524,396.5,234,,74
"Matheus Martins","Brazil","Fluminense","Attacker",21,841,7,516,0,623,106,615,1,504,1,391,0,289,0,273,51,587,0,565,4,461,0,414,1,510,30,500,16,483,14,253,6,306,6,397,3,181,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,0,565,,273,,273,42.857142857142854,505,53.333333333333336,236,35.333333333333336,509,,74
"João Pedro","Brazil","Atletico Paranaense","Defender",21,841,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Vinicius Zanocelo","Brazil","Santos","Midfielder",23,686,23,214,15,242,1320,253,19,118,4,226,0,289,2,73,656,188,11,227,20,211,5,127,27,91,161,216,67,256,26,165,16,155,12,286,6,53,0,27,0,49,0,47,0,21,2,194,,289,660,117,660,150,,58,21.052631578947366,453,,289,0,289,0,289,1.676829268292683,381,5.5,204,328,122,61.53846153846154,308,41.61490683229814,544,220,402,,74
"Arthur Gomes","Brazil","Atletico Goianiense","Midfielder",26,473,12,425,8,359,723,378,11,228,7,139,1,172,1,140,243,388,15,173,5,441,0,414,1,510,91,339,52,293,26,165,18,137,24,160,0,515,0,27,0,49,0,47,0,21,2,194,723,119,361.5,198,723,140,,58,63.63636363636363,74,11,71,9.090909090909092,211,14.285714285714285,264,6.172839506172839,71,15,53,243,152,69.23076923076923,197,57.14285714285714,153,,515,,74
"Moisés","Brazil","Internacional","Defender",29,318,26,159,25,92,2096,109,13,195,1,391,0,289,2,73,965,102,29,60,44,56,3,194,25,97,267,67,113,122,47,72,20,120,22,177,9,9,1,3,0,49,0,47,0,21,2,194,,289,1048,56,1048,90,,58,7.6923076923076925,490,,289,0,289,0,289,3.005181347150259,265,14.5,60,482.5,88,42.5531914893617,513,42.32209737827715,532,209.6,420,2096,17
"Khellven","Brazil","Atletico Paranaense","Defender",23,686,20,269,10,322,1031,302,7,304,3,271,2,114,3,38,384,307,20,123,18,241,3,194,25,97,105,302,50,301,24,175,17,149,8,359,1,393,0,27,0,49,0,47,0,21,5,70,515.5,157,206.2,288,343.6666666666667,226,,58,42.857142857142854,259,3.5,254,28.57142857142857,32,66.66666666666666,31,5.208333333333334,108,6.666666666666667,176,128,221,70.83333333333334,186,47.61904761904761,396,1031,41,,74
"Gabriel Batista","Brazil","Flamengo","Goalkeeper",26,473,5,551,5,439,450,463,0,564,0,491,0,289,0,273,118,499,0,565,0,613,0,414,0,569,2,671,1,653,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,50,326,,515,,74
"César","Brazil","Flamengo","Goalkeeper",32,192,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"L. Realpe","Ecuador","RB Bragantino","Defender",23,686,8,499,3,498,258,540,2,453,1,391,0,289,0,273,169,450,4,373,3,493,5,127,8,298,32,494,11,527,1,541,1,506,1,575,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,50,150,,289,0,289,0,289,2.366863905325444,325,,273,,273,100,1,34.375,629,258,365,,74
"Pablo Roberto","Brazil","Bahia","Midfielder",25,526,2,631,0,623,39,650,0,564,0,491,0,289,0,273,17,639,1,500,1,560,0,414,1,510,6,627,2,635,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,5.88235294117647,80,,273,,273,,605,33.33333333333333,632,,515,,74
"Calegari","Brazil","Fluminense","Defender",22,773,14,386,13,268,1115,283,3,421,1,391,0,289,0,273,522,241,11,227,38,80,5,127,20,136,150,236,90,193,27,157,14,175,29,123,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,33.33333333333333,355,,289,0,289,0,289,2.10727969348659,349,,273,,273,51.85185185185185,419,60,116,1115,34,,74
"Lucas Fasson","Brazil","Atletico Paranaense","Defender",23,686,8,499,8,359,720,379,3,421,1,391,0,289,0,273,467,264,0,565,12,307,3,194,17,169,64,406,36,367,4,444,3,406,2,530,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,33.33333333333333,355,,289,0,289,0,289,0,565,,273,,273,75,136,56.25,173,720,77,,74
"Alan","Brazil","Palmeiras","Midfielder",24,608,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Ronaldo","Brazil","Bahia","Attacker",24,608,16,335,1,573,347,507,2,453,0,491,0,289,0,273,87,534,0,565,13,297,0,414,1,510,91,339,36,367,16,235,10,222,5,425,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,0,565,,273,,273,62.5,294,39.56043956043956,572,347,281,,74
"Cauê","Brazil","Corinthians","Attacker",22,773,1,660,0,623,9,693,0,564,0,491,0,289,0,273,6,674,0,565,0,613,0,414,0,569,2,671,2,635,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,100,1,,515,,74
"Weverson","Brazil","RB Bragantino","Defender",24,608,17,323,9,336,864,345,6,330,2,314,0,289,0,273,360,322,2,449,16,257,4,158,14,203,96,327,41,345,19,209,6,306,3,490,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,33.33333333333333,355,,289,0,289,0,289,0.5555555555555556,506,,273,,273,31.57894736842105,561,42.70833333333333,521,432,210,,74
"Otávio","Brazil","Flamengo","Defender",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Gabriel Silva","Brazil","Palmeiras","Attacker",22,773,3,606,2,532,203,560,6,330,1,391,1,172,0,273,40,603,2,449,1,560,2,250,0,569,27,504,10,537,3,467,2,445,6,397,1,393,0,27,0,49,0,47,0,21,1,259,203,253,203,291,,273,,58,16.666666666666664,470,6,173,16.666666666666664,105,100,2,5,117,,273,,273,66.66666666666666,213,37.03703703703704,604,203,424,,74
"Sorriso","Brazil","Juventude","Attacker",23,686,36,10,23,121,2283,85,46,18,22,18,2,114,2,73,515,244,28,67,40,71,3,194,14,203,453,4,217,6,88,19,49,20,90,3,7,24,0,27,0,49,0,47,0,21,4,108,1141.5,60,570.75,131,1141.5,80,,58,47.82608695652174,217,23,10,4.3478260869565215,279,9.090909090909092,278,5.436893203883495,102,14,64,257.5,145,55.68181818181818,371,47.90286975717439,390,326.14285714285717,305,,74
"Vitinho","Brazil","Corinthians","Midfielder",24,608,22,228,7,386,790,361,11,228,3,271,1,172,2,73,291,360,17,159,12,307,1,321,7,319,100,313,47,322,16,235,6,306,23,171,0,515,0,27,0,49,0,47,0,21,3,140,790,108,263.3333333333333,251,395,210,,58,27.27272727272727,410,11,71,9.090909090909092,211,33.33333333333333,124,5.841924398625429,86,8.5,145,145.5,209,37.5,531,47,418,,515,,74
"Rômulo","Brazil","Atletico Paranaense","Attacker",22,773,1,660,0,623,10,689,1,504,0,491,0,289,0,273,4,686,0,565,0,613,0,414,0,569,4,649,1,653,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,0,565,,273,,273,,605,25,661,,515,,74
"Habraão","Brazil","Fortaleza EC","Defender",23,686,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Lucas Oliveira","Brazil","Atletico Goianiense","Defender",28,355,19,292,11,292,1148,278,5,358,1,391,1,172,0,273,793,152,5,340,13,297,18,24,21,127,77,366,37,360,3,467,2,445,3,490,2,279,0,27,0,49,0,47,0,21,1,259,1148,57,1148,47,,273,,58,20,454,5,204,20,70,100,2,0.6305170239596469,492,,273,,273,66.66666666666666,213,48.05194805194805,387,574,122,,74
"Matheus Peixoto","Brazil","Juventude","Attacker",29,318,12,425,11,292,954,324,21,102,8,122,7,18,0,273,193,426,5,340,5,441,1,321,3,423,155,227,72,238,8,350,5,340,25,151,1,393,0,27,0,49,2,12,0,21,7,39,136.28571428571428,276,136.28571428571428,337,,273,100,1,38.095238095238095,318,3,260,33.33333333333333,18,87.5,27,2.5906735751295336,301,,273,,273,62.5,294,46.45161290322581,428,954,50,,74
"Léo Gomes","Brazil","Chapecoense-sc","Midfielder",27,410,7,516,6,411,485,447,2,453,0,491,0,289,0,273,197,422,2,449,8,373,2,250,6,345,51,437,25,430,8,350,6,306,7,378,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,1.015228426395939,456,,273,,273,75,136,49.01960784313725,369,485,174,,74
"Mailson","Brazil","Sport Recife","Goalkeeper",28,355,37,2,37,2,3330,2,0,564,0,491,0,289,0,273,892,127,0,565,0,613,0,414,4,393,13,577,11,527,1,541,1,506,3,490,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,100,1,84.61538461538461,25,1665,13,,74
"Rafael Elias","Brazil","Cuiaba","Attacker",25,526,10,463,3,498,281,524,4,387,2,314,1,172,0,273,63,574,1,500,3,493,0,414,0,569,55,425,19,469,9,334,2,445,9,340,4,128,0,27,0,49,0,47,0,21,1,259,281,225,281,242,,273,,58,50,150,4,238,25,45,50,48,1.5873015873015872,393,,273,,273,22.22222222222222,574,34.54545454545455,627,70.25,502,,74
"Lucas Kal","Brazil","America Mineiro","Midfielder",28,355,20,269,19,187,1623,203,13,195,3,271,1,172,4,25,808,149,14,185,31,114,4,158,24,106,139,252,64,264,15,245,9,243,6,397,3,181,0,27,0,49,0,47,0,21,5,70,1623,38,324.6,217,405.75,206,,58,23.076923076923077,444,13,43,7.6923076923076925,237,33.33333333333333,124,1.7326732673267329,374,3.5,241,202,173,60,322,46.043165467625904,440,541,145,,74
"Vitinho","Brazil","Flamengo","Attacker",31,232,31,76,18,202,1594,206,36,37,14,54,4,46,8,2,662,186,46,15,44,56,3,194,8,298,316,33,149,47,92,15,53,17,31,111,7,24,0,27,0,49,0,47,0,21,12,15,398.5,188,132.83333333333334,341,199.25,257,,58,38.88888888888889,310,9,99,11.11111111111111,184,28.57142857142857,166,6.948640483383686,50,5.75,202,82.75,250,57.608695652173914,349,47.151898734177216,411,227.71428571428572,400,,74
"Léo Santos","Brazil","Corinthians","Defender",26,473,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"C. Haydar","Colombia","RB Bragantino","Defender",23,686,2,631,1,573,94,619,0,564,0,491,0,289,0,273,64,572,0,565,2,532,0,414,1,510,8,611,6,583,0,605,0,580,2,530,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,75,37,,515,,74
"Luccas Claro","Brazil","Fluminense","Defender",33,160,28,132,27,74,2431,66,11,228,3,271,0,289,0,273,1100,67,4,373,15,272,19,20,22,120,154,230,96,177,6,398,6,306,19,201,4,128,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,27.27272727272727,410,,289,0,289,0,289,0.36363636363636365,530,,273,,273,100,1,62.33766233766234,87,607.75,107,,74
"Gabriel Santos","Brazil","Ceara","Attacker",25,526,5,551,1,573,130,597,1,504,1,391,0,289,0,273,44,595,5,340,1,560,0,414,0,569,25,519,9,548,8,350,5,340,2,530,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,11.363636363636363,8,,273,,273,62.5,294,36,613,,515,,74
"Gabriel Sara","Brazil","Sao Paulo","Midfielder",25,526,29,120,24,102,2044,119,44,21,16,39,4,46,1,140,893,125,28,67,38,80,2,250,15,187,234,97,107,138,36,113,19,126,29,123,3,181,0,27,0,49,0,47,0,21,5,70,511,158,408.8,179,2044,30,,58,36.36363636363637,333,11,71,9.090909090909092,211,25,173,3.135498320268757,255,28,13,893,33,52.77777777777778,411,45.72649572649573,447,681.3333333333334,86,,74
"Vinicius Machado","Brazil","Ceara","Goalkeeper",24,608,4,578,3,498,314,513,0,564,0,491,0,289,0,273,58,578,0,565,1,560,0,414,0,569,2,671,1,653,0,605,0,580,0,629,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,,605,50,326,314,314,,74
"Gustavo Garcia","Brazil","Palmeiras","Defender",22,773,3,606,3,498,265,536,1,504,0,491,0,289,0,273,75,555,1,500,6,418,3,194,7,319,26,510,14,500,2,496,1,506,3,490,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,1.3333333333333335,426,,273,,273,50,426,53.84615384615385,224,265,355,,74
"Paulo Victor","Brazil","Internacional","Defender",23,686,19,292,8,359,851,347,1,504,0,491,0,289,1,140,355,324,8,274,30,122,2,250,20,136,158,222,78,218,28,152,14,175,22,177,4,128,0,27,1,3,0,47,0,21,1,259,,289,851,85,851,119,,58,0,491,,289,0,289,,491,2.2535211267605635,334,8,151,355,113,50,426,49.36708860759494,363,212.75,410,851,53
"Marcos Leonardo","Brazil","Santos","Attacker",21,841,16,335,6,411,637,406,19,118,10,97,5,32,0,273,97,522,8,274,4,461,0,414,0,569,101,310,53,289,12,281,7,277,32,105,3,181,0,27,0,49,1,22,0,21,5,70,127.4,277,127.4,347,,273,100,1,52.63157894736842,141,3.8,247,26.31578947368421,42,50,48,8.24742268041237,31,,273,,273,58.333333333333336,342,52.475247524752476,263,212.33333333333334,412,,74
"Marcelo Ryan","Brazil","Bahia","Attacker",22,773,0,717,0,623,0,709,0,564,0,491,0,289,0,273,0,705,0,565,0,613,0,414,0,569,0,691,0,683,0,605,0,580,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,,705,,273,,273,,605,,691,,515,,74
"Ângelo","Brazil","Santos","Attacker",20,877,19,292,5,439,572,422,7,304,3,271,0,289,0,273,140,478,5,340,8,373,0,414,2,466,112,292,49,306,54,51,28,70,10,319,1,393,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,42.857142857142854,259,,289,0,289,0,289,3.571428571428571,228,,273,,273,51.85185185185185,419,43.75,492,572,126,,74
"Zé Vitor","Brazil","America Mineiro","Defender",23,686,3,606,3,498,203,560,3,421,0,491,0,289,0,273,109,509,1,500,4,461,2,250,7,319,27,504,14,500,2,496,1,506,0,629,2,279,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,0,491,,289,0,289,,491,0.9174311926605505,466,,273,,273,50,426,51.85185185185185,283,101.5,498,,74
"André Luiz","Brazil","Flamengo","Attacker",22,773,1,660,1,573,75,633,1,504,1,391,0,289,0,273,11,652,0,565,1,560,1,321,0,569,11,588,3,619,2,496,1,506,1,575,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,100,1,,289,0,289,0,289,0,565,,273,,273,50,426,27.27272727272727,655,,515,,74
"M. Isla","Chile","Flamengo","Defender",36,74,15,365,15,242,1152,276,2,453,1,391,0,289,3,38,657,187,15,173,23,190,3,194,18,157,103,307,49,306,9,334,3,406,11,297,3,181,0,27,0,49,0,47,0,21,3,140,,289,384,187,384,214,,58,50,150,,289,0,289,0,289,2.28310502283105,332,5,210,219,164,33.33333333333333,540,47.57281553398058,401,384,244,,74
"Capixaba","Brazil","Juventude","Midfielder",27,410,34,28,17,216,1531,215,14,179,3,271,0,289,2,73,327,338,18,143,31,114,4,158,10,265,258,76,128,81,60,45,35,48,53,31,5,92,0,27,0,49,0,47,0,21,2,194,,289,765.5,99,765.5,135,,58,21.428571428571427,450,,289,0,289,0,289,5.5045871559633035,98,9,134,163.5,199,58.333333333333336,342,49.6124031007752,356,306.2,320,,74
"Jori","Brazil","America Mineiro","Goalkeeper",28,355,3,606,3,498,270,531,0,564,0,491,0,289,0,273,62,575,0,565,0,613,0,414,0,569,3,657,3,619,1,541,1,506,0,629,0,515,0,27,0,49,0,47,0,21,0,373,,289,,373,,273,,58,,564,,289,,564,,491,0,565,,273,,273,100,1,100,1,,515,,74
